counterexample_id,category,tested_claim,source_id,source_name,operator_a,operator_b,left_target_id,right_target_id,evidence_edge_id,explanation
commutation-domain:L6:L7:861,partial_commutation_domain_asymmetry,L6 and L7 strongly commute as partial functions,861,Superlocrian ♮2𝄫7,L6,L7,477,,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:L6:L7:871,partial_commutation_domain_asymmetry,L6 and L7 strongly commute as partial functions,871,Locrian 𝄫3𝄫7,L6,L7,487,,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:L6:L7:875,partial_commutation_domain_asymmetry,L6 and L7 strongly commute as partial functions,875,Locrian double-flat 7,L6,L7,491,,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:L6:L7:877,partial_commutation_domain_asymmetry,L6 and L7 strongly commute as partial functions,877,Hungarian Major Inverse,L6,L7,493,,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:L6:L7:883,partial_commutation_domain_asymmetry,L6 and L7 strongly commute as partial functions,883,Scale 883,L6,L7,499,,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:L6:L7:885,partial_commutation_domain_asymmetry,L6 and L7 strongly commute as partial functions,885,Major Locrian 𝄫7,L6,L7,501,,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:L6:L7:889,partial_commutation_domain_asymmetry,L6 and L7 strongly commute as partial functions,889,Scale 889,L6,L7,505,,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:L6:L7:1567,partial_commutation_domain_asymmetry,L6 and L7 strongly commute as partial functions,1567,7-4 rooted state 1567,L6,L7,799,,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:L6:L7:1583,partial_commutation_domain_asymmetry,L6 and L7 strongly commute as partial functions,1583,Alt ♮6♭♭3♭4♭5,L6,L7,815,,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:L6:L7:1591,partial_commutation_domain_asymmetry,L6 and L7 strongly commute as partial functions,1591,Alt ♮6♭♭3♭5,L6,L7,823,,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:L6:L7:1595,partial_commutation_domain_asymmetry,L6 and L7 strongly commute as partial functions,1595,Alt ♮65,L6,L7,827,,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:L6:L7:1597,partial_commutation_domain_asymmetry,L6 and L7 strongly commute as partial functions,1597,Rāga Ravikosh,L6,L7,829,,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:L6:L7:1615,partial_commutation_domain_asymmetry,L6 and L7 strongly commute as partial functions,1615,Sydian (Alt ♮6𝄫34),L6,L7,847,,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:L6:L7:1623,partial_commutation_domain_asymmetry,L6 and L7 strongly commute as partial functions,1623,Alt ♮63,L6,L7,855,,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:L6:L7:1627,partial_commutation_domain_asymmetry,L6 and L7 strongly commute as partial functions,1627,Superlocrian ♯6,L6,L7,859,,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:L6:L7:1629,partial_commutation_domain_asymmetry,L6 and L7 strongly commute as partial functions,1629,Dorian Blues,L6,L7,861,,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:L6:L7:1639,partial_commutation_domain_asymmetry,L6 and L7 strongly commute as partial functions,1639,7-21 rooted state 1639,L6,L7,871,,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:L6:L7:1643,partial_commutation_domain_asymmetry,L6 and L7 strongly commute as partial functions,1643,Locrian ♮6,L6,L7,875,,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:L6:L7:1645,partial_commutation_domain_asymmetry,L6 and L7 strongly commute as partial functions,1645,Dorian ♭5,L6,L7,877,,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:L6:L7:1651,partial_commutation_domain_asymmetry,L6 and L7 strongly commute as partial functions,1651,Tsinganikos,L6,L7,883,,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:L6:L7:1653,partial_commutation_domain_asymmetry,L6 and L7 strongly commute as partial functions,1653,Mixolydian ♭5,L6,L7,885,,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:L6:L7:1657,partial_commutation_domain_asymmetry,L6 and L7 strongly commute as partial functions,1657,7-19 rooted state 1657,L6,L7,889,,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:L6:L7:1679,partial_commutation_domain_asymmetry,L6 and L7 strongly commute as partial functions,1679,Zephyrean Mode V,L6,L7,911,,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:L6:L7:1687,partial_commutation_domain_asymmetry,L6 and L7 strongly commute as partial functions,1687,Midlocrian,L6,L7,919,,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:L6:L7:1691,partial_commutation_domain_asymmetry,L6 and L7 strongly commute as partial functions,1691,Dorian ♭2♭4,L6,L7,923,,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:L6:L7:1693,partial_commutation_domain_asymmetry,L6 and L7 strongly commute as partial functions,1693,Dorian ♭4,L6,L7,925,,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:L6:L7:1703,partial_commutation_domain_asymmetry,L6 and L7 strongly commute as partial functions,1703,Rāga Bhanumati,L6,L7,935,,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:L6:L7:1707,partial_commutation_domain_asymmetry,L6 and L7 strongly commute as partial functions,1707,Dorian ♭2,L6,L7,939,,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:L6:L7:1709,partial_commutation_domain_asymmetry,L6 and L7 strongly commute as partial functions,1709,Dorian,L6,L7,941,,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:L6:L7:1715,partial_commutation_domain_asymmetry,L6 and L7 strongly commute as partial functions,1715,Dominant ♭2,L6,L7,947,,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:L6:L7:1717,partial_commutation_domain_asymmetry,L6 and L7 strongly commute as partial functions,1717,Mixolydian,L6,L7,949,,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:L6:L7:1721,partial_commutation_domain_asymmetry,L6 and L7 strongly commute as partial functions,1721,Rāga Ganavaridhi,L6,L7,953,,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:L6:L7:1735,partial_commutation_domain_asymmetry,L6 and L7 strongly commute as partial functions,1735,Navaneetam,L6,L7,967,,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:L6:L7:1739,partial_commutation_domain_asymmetry,L6 and L7 strongly commute as partial functions,1739,Rāga Sthavarajam,L6,L7,971,,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:L6:L7:1741,partial_commutation_domain_asymmetry,L6 and L7 strongly commute as partial functions,1741,Dorian ♯4,L6,L7,973,,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:L6:L7:1747,partial_commutation_domain_asymmetry,L6 and L7 strongly commute as partial functions,1747,Lydian 7♭2,L6,L7,979,,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:L6:L7:1749,partial_commutation_domain_asymmetry,L6 and L7 strongly commute as partial functions,1749,Acoustic,L6,L7,981,,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:L6:L7:1753,partial_commutation_domain_asymmetry,L6 and L7 strongly commute as partial functions,1753,Hungarian Major,L6,L7,985,,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:L6:L7:1763,partial_commutation_domain_asymmetry,L6 and L7 strongly commute as partial functions,1763,Lydian 7♭2♯3,L6,L7,995,,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
